0x39fa8c5f2793459d6622857e7d9fbb4bd91766d3,0xc083e9947cf02b8ffc7d3090ae9aea72df98fd47,100000000000000000000,129244,80525500000 17
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xdf190dc7190dfba737d7777a163445b7fff16133,437194980000000000,50000,60000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x819f4b08e6d3baa33ba63f660baed65d2a6eb64c,1048850240000000000,90000,50000000000 17
0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0x9e486ad335492959c38a0740cb66c55ad30bb4f0,1000000000000000000,100000,50000000000 17
0x10d5bff7879b7eb5192b3374338bb834981910a8,0xc6c764fc6c1e1211d2b4a06ef2170f660a4512fa,1000000000000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x53e0551a1e31a40855bc8e086eb8db803a625bbf,1046558020000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x51033f1a1a59cb6a1bf6ca2087a53bd202ac1c83,1041761350000000000,90000,50000000000 17
0x120a270bbc009644e35f0bb6ab13f95b8199c4ad,0x3dc12a32a5abf477e2ec91f6218d0a96150fef99,1048847840000000000,250000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xf4f2c15602b084cae84ea603f75527de19705aa1,1041460650000000000,90000,50000000000 17
0x10d5bff7879b7eb5192b3374338bb834981910a8,0xc6c764fc6c1e1211d2b4a06ef2170f660a4512fa,1000000000000000000,90000,50000000000 17
0xeb3bbb8ff3d94eb5150c75d2e15e50378b56fcdf,0x82834a93a8cf652ca6ac6129f6510d95b141abd0,1150000000000000000,121000,50000000000 17
0x52939012f485f8a7a9a61f592ed9e2f4ba4e0473,0x08a2eeebbbb6fe689fc8724ac0e82b7bab9fe7e4,10067832935795451000,40000,50000000000 17
0x125de82bb0fd5822aa62e93351067ec7ab663aa0,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,301952270000000000,22050,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x24ba6785f40f90632d7a1b01fed80bca5bb6faa7,1219953310000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xc7091632c480c8ed2125ac68866a07a96031638d,1040974170000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xb6046a76bd03474b16ad52b1fc581cd5a2465bd3,1040821790000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x9fa88512e871481291d0416ceff5b3764f840aed,1039182260000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xd55a70c6d57d6125cb9f6588120d6a33a9dd2850,1039060750000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x98c1e15922dab985fbf3271d001d1736be34c9ec,1037368130000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x1e550f4ecf22cbcb73da4fc090fbf5a5c748b0f1,1036987720000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x77bc21a20181bfbcd412709dbbaecf3b9fed3a34,1036531070000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x18043d86e3054373cc92aa88730a74247ad83a8a,1033778680000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x1f14c8687f345f99c99a5d169ffa153af7b89840,1033056040000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xc38db3c901b4794f950b94f022c05883aae8f5df,1031186380000000000,90000,50000000000 17
0xdd46b0a0b49e40f3c10960faf32e55d31af3e0ab,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,1063597750000000000,22050,50000000000 17
0x63a9975ba31b0b9626b34300f7f627147df1f526,0xb696c21c287ffa81f9dd79828557231c98d863c9,316582190000000000,90000,50000000000 17
0x8e68c0c9b5275fa684291304af9cafe6ceaf2772,0x8ee1192c99eeadb7a174a5fdc09e8e7421d2b6cf,100000000000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xbf55eba5c61a2099a50adca264c777985d9e4baf,1029903150000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xb19d056ad01977dbf2677d106ef6097b4564d68d,1029239320000000000,90000,50000000000 17
0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xd9a4752442200135cd7aee01d36f3704e200c065,1028831210000000000,90000,50000000000 17
